Rank,Club,Country,Level,Elo,From,To,date,updated_at
,Montpellier,FRA,1,1571.66064453,2023-03-20,2023-03-31,2023-03-28,2023-04-16 18:31:46
,Alaves,ESP,2,1558.35546875,2023-03-26,2023-04-02,2023-03-28,2023-04-16 18:31:46
,Las Palmas,ESP,2,1551.88903809,2023-03-27,2023-04-03,2023-03-28,2023-04-16 18:31:46
,Elche,ESP,1,1543.9239502,2023-03-20,2023-04-01,2023-03-28,2023-04-16 18:31:46
,Brest,FRA,1,1532.74853516,2023-03-20,2023-04-02,2023-03-28,2023-04-16 18:31:46
,Metz,FRA,2,1511.53613281,2023-03-19,2023-04-01,2023-03-28,2023-04-16 18:31:46
,Sunderland,ENG,2,1498.95751953,2023-03-19,2023-03-31,2023-03-28,2023-04-16 18:31:46
,Le Havre,FRA,2,1496.6887207,2023-03-19,2023-04-01,2023-03-28,2023-04-16 18:31:46
,Auxerre,FRA,1,1490.65637207,2023-03-20,2023-04-01,2023-03-28,2023-04-16 18:31:46
,Oviedo,ESP,2,1490.17871094,2023-03-27,2023-04-01,2023-03-28,2023-04-16 18:31:46
,Leganes,ESP,2,1470.08227539,2023-03-28,2023-04-01,2023-03-28,2023-04-16 18:31:46
,Saint-Etienne,FRA,2,1441.73791504,2023-03-19,2023-04-01,2023-03-28,2023-04-16 18:31:46
,Paris FC,FRA,2,1424.61206055,2023-03-19,2023-04-01,2023-03-28,2023-04-16 18:31:46
,Angers,FRA,1,1419.0435791,2023-03-19,2023-04-02,2023-03-28,2023-04-16 18:31:46
1.0,Man City,ENG,1,2044.65844727,2023-03-17,2023-04-01,2023-03-29,2023-04-16 18:31:48
4.0,Arsenal,ENG,1,1953.11169434,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
5.0,Real Madrid,ESP,1,1938.31872559,2023-03-20,2023-04-02,2023-03-29,2023-04-16 18:31:48
6.0,Liverpool,ENG,1,1936.98059082,2023-03-17,2023-04-01,2023-03-29,2023-04-16 18:31:48
7.0,Barcelona,ESP,1,1892.24707031,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
8.0,Man United,ENG,1,1886.97521973,2023-03-20,2023-04-02,2023-03-29,2023-04-16 18:31:48
9.0,Chelsea,ENG,1,1862.53125,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
10.0,Paris SG,FRA,1,1851.97106934,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
12.0,Tottenham,ENG,1,1851.1940918,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
13.0,Newcastle,ENG,1,1846.91247559,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
15.0,Brighton,ENG,1,1830.80737305,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
19.0,Atletico,ESP,1,1818.08935547,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
22.0,Brentford,ENG,1,1794.70556641,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
25.0,Aston Villa,ENG,1,1774.42248535,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
30.0,West Ham,ENG,1,1754.73681641,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
31.0,Marseille,FRA,1,1754.00952148,2023-03-20,2023-03-31,2023-03-29,2023-04-16 18:31:48
34.0,Leicester,ENG,1,1751.67614746,2023-03-20,2023-03-31,2023-03-29,2023-04-16 18:31:48
35.0,Betis,ESP,1,1750.71801758,2023-03-20,2023-03-31,2023-03-29,2023-04-16 18:31:48
37.0,Sociedad,ESP,1,1743.11047363,2023-03-20,2023-03-31,2023-03-29,2023-04-16 18:31:48
39.0,Burnley,ENG,2,1738.12817383,2023-03-17,2023-03-31,2023-03-29,2023-04-16 18:31:48
41.0,Crystal Palace,ENG,1,1732.24157715,2023-03-20,2023-03-31,2023-03-29,2023-04-16 18:31:48
42.0,Fulham,ENG,1,1731.16259766,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
43.0,Villarreal,ESP,1,1730.96289062,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
46.0,Lens,FRA,1,1721.22546387,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
47.0,Monaco,FRA,1,1720.35668945,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
48.0,Lille,FRA,1,1716.88842773,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
50.0,Leeds,ENG,1,1714.12573242,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
51.0,Rennes,FRA,1,1713.32556152,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
52.0,Wolves,ENG,1,1710.4987793,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
53.0,Bilbao,ESP,1,1704.38317871,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
54.0,Sevilla,ESP,1,1702.34423828,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
56.0,Nice,FRA,1,1701.3737793,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
58.0,Everton,ENG,1,1692.05725098,2023-03-19,2023-04-03,2023-03-29,2023-04-16 18:31:48
61.0,Celta,ESP,1,1684.80895996,2023-03-20,2023-04-02,2023-03-29,2023-04-16 18:31:48
64.0,Lyon,FRA,1,1677.9432373,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
68.0,Southampton,ENG,1,1662.04260254,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
70.0,Reims,FRA,1,1656.31018066,2023-03-20,2023-04-02,2023-03-29,2023-04-16 18:31:48
71.0,Bournemouth,ENG,1,1655.89501953,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
75.0,Forest,ENG,1,1648.26123047,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
77.0,Osasuna,ESP,1,1641.3515625,2023-03-20,2023-03-31,2023-03-29,2023-04-16 18:31:48
78.0,Valencia,ESP,1,1640.54663086,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
79.0,Getafe,ESP,1,1640.26586914,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
83.0,Rayo Vallecano,ESP,1,1628.74584961,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
93.0,Mallorca,ESP,1,1615.67724609,2023-03-27,2023-03-31,2023-03-29,2023-04-16 18:31:48
94.0,Girona,ESP,1,1614.41564941,2023-03-27,2023-03-31,2023-03-29,2023-04-16 18:31:48
98.0,Levante,ESP,2,1608.94641113,2023-03-26,2023-03-31,2023-03-29,2023-04-16 18:31:48
99.0,Espanyol,ESP,1,1607.99206543,2023-03-26,2023-03-31,2023-03-29,2023-04-16 18:31:48
,Valladolid,ESP,1,1597.24609375,2023-03-18,2023-04-02,2023-03-29,2023-04-16 18:31:48
,Nantes,FRA,1,1595.26281738,2023-03-18,2023-04-02,2023-03-29,2023-04-16 18:31:48
,Strasbourg,FRA,1,1586.69885254,2023-03-20,2023-04-02,2023-03-29,2023-04-16 18:31:48
,Lorient,FRA,1,1577.39074707,2023-03-20,2023-04-02,2023-03-29,2023-04-16 18:31:48
,Toulouse,FRA,1,1572.67602539,2023-03-19,2023-04-02,2023-03-29,2023-04-16 18:31:48
,Montpellier,FRA,1,1571.66064453,2023-03-20,2023-03-31,2023-03-29,2023-04-16 18:31:48
,Alaves,ESP,2,1558.35546875,2023-03-26,2023-04-02,2023-03-29,2023-04-16 18:31:48
,Las Palmas,ESP,2,1551.88903809,2023-03-27,2023-04-03,2023-03-29,2023-04-16 18:31:48
,Elche,ESP,1,1543.9239502,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
,Brest,FRA,1,1532.74853516,2023-03-20,2023-04-02,2023-03-29,2023-04-16 18:31:48
,Metz,FRA,2,1511.53613281,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
,Sunderland,ENG,2,1498.95751953,2023-03-19,2023-03-31,2023-03-29,2023-04-16 18:31:48
,Le Havre,FRA,2,1496.6887207,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
,Auxerre,FRA,1,1490.65637207,2023-03-20,2023-04-01,2023-03-29,2023-04-16 18:31:48
,Oviedo,ESP,2,1490.17871094,2023-03-27,2023-04-01,2023-03-29,2023-04-16 18:31:48
,Leganes,ESP,2,1470.08227539,2023-03-28,2023-04-01,2023-03-29,2023-04-16 18:31:48
,Saint-Etienne,FRA,2,1441.73791504,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
,Paris FC,FRA,2,1424.61206055,2023-03-19,2023-04-01,2023-03-29,2023-04-16 18:31:48
,Angers,FRA,1,1419.0435791,2023-03-19,2023-04-02,2023-03-29,2023-04-16 18:31:48
1.0,Man City,ENG,1,2044.65844727,2023-03-17,2023-04-01,2023-03-30,2023-04-16 18:31:49
4.0,Arsenal,ENG,1,1953.11169434,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
5.0,Real Madrid,ESP,1,1938.31872559,2023-03-20,2023-04-02,2023-03-30,2023-04-16 18:31:49
6.0,Liverpool,ENG,1,1936.98059082,2023-03-17,2023-04-01,2023-03-30,2023-04-16 18:31:49
7.0,Barcelona,ESP,1,1892.24707031,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
8.0,Man United,ENG,1,1886.97521973,2023-03-20,2023-04-02,2023-03-30,2023-04-16 18:31:49
9.0,Chelsea,ENG,1,1862.53125,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
10.0,Paris SG,FRA,1,1851.97106934,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
12.0,Tottenham,ENG,1,1851.1940918,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
13.0,Newcastle,ENG,1,1846.91247559,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
15.0,Brighton,ENG,1,1830.80737305,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
19.0,Atletico,ESP,1,1818.08935547,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
22.0,Brentford,ENG,1,1794.70556641,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
25.0,Aston Villa,ENG,1,1774.42248535,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
30.0,West Ham,ENG,1,1754.73681641,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
31.0,Marseille,FRA,1,1754.00952148,2023-03-20,2023-03-31,2023-03-30,2023-04-16 18:31:49
34.0,Leicester,ENG,1,1751.67614746,2023-03-20,2023-03-31,2023-03-30,2023-04-16 18:31:49
35.0,Betis,ESP,1,1750.71801758,2023-03-20,2023-03-31,2023-03-30,2023-04-16 18:31:49
37.0,Sociedad,ESP,1,1743.11047363,2023-03-20,2023-03-31,2023-03-30,2023-04-16 18:31:49
39.0,Burnley,ENG,2,1738.12817383,2023-03-17,2023-03-31,2023-03-30,2023-04-16 18:31:49
41.0,Crystal Palace,ENG,1,1732.24157715,2023-03-20,2023-03-31,2023-03-30,2023-04-16 18:31:49
42.0,Fulham,ENG,1,1731.16259766,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
43.0,Villarreal,ESP,1,1730.96289062,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
46.0,Lens,FRA,1,1721.22546387,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
47.0,Monaco,FRA,1,1720.35668945,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
48.0,Lille,FRA,1,1716.88842773,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
50.0,Leeds,ENG,1,1714.12573242,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
51.0,Rennes,FRA,1,1713.32556152,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
52.0,Wolves,ENG,1,1710.4987793,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
53.0,Bilbao,ESP,1,1704.38317871,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
54.0,Sevilla,ESP,1,1702.34423828,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
56.0,Nice,FRA,1,1701.3737793,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
58.0,Everton,ENG,1,1692.05725098,2023-03-19,2023-04-03,2023-03-30,2023-04-16 18:31:49
61.0,Celta,ESP,1,1684.80895996,2023-03-20,2023-04-02,2023-03-30,2023-04-16 18:31:49
64.0,Lyon,FRA,1,1677.9432373,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
68.0,Southampton,ENG,1,1662.04260254,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
70.0,Reims,FRA,1,1656.31018066,2023-03-20,2023-04-02,2023-03-30,2023-04-16 18:31:49
71.0,Bournemouth,ENG,1,1655.89501953,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
75.0,Forest,ENG,1,1648.26123047,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
77.0,Osasuna,ESP,1,1641.3515625,2023-03-20,2023-03-31,2023-03-30,2023-04-16 18:31:49
78.0,Valencia,ESP,1,1640.54663086,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
79.0,Getafe,ESP,1,1640.26586914,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
83.0,Rayo Vallecano,ESP,1,1628.74584961,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
93.0,Mallorca,ESP,1,1615.67724609,2023-03-27,2023-03-31,2023-03-30,2023-04-16 18:31:49
94.0,Girona,ESP,1,1614.41564941,2023-03-27,2023-03-31,2023-03-30,2023-04-16 18:31:49
98.0,Levante,ESP,2,1608.94641113,2023-03-26,2023-03-31,2023-03-30,2023-04-16 18:31:49
99.0,Espanyol,ESP,1,1607.99206543,2023-03-26,2023-03-31,2023-03-30,2023-04-16 18:31:49
,Valladolid,ESP,1,1597.24609375,2023-03-18,2023-04-02,2023-03-30,2023-04-16 18:31:49
,Nantes,FRA,1,1595.26281738,2023-03-18,2023-04-02,2023-03-30,2023-04-16 18:31:49
,Strasbourg,FRA,1,1586.69885254,2023-03-20,2023-04-02,2023-03-30,2023-04-16 18:31:49
,Lorient,FRA,1,1577.39074707,2023-03-20,2023-04-02,2023-03-30,2023-04-16 18:31:49
,Toulouse,FRA,1,1572.67602539,2023-03-19,2023-04-02,2023-03-30,2023-04-16 18:31:49
,Montpellier,FRA,1,1571.66064453,2023-03-20,2023-03-31,2023-03-30,2023-04-16 18:31:49
,Alaves,ESP,2,1558.35546875,2023-03-26,2023-04-02,2023-03-30,2023-04-16 18:31:49
,Las Palmas,ESP,2,1551.88903809,2023-03-27,2023-04-03,2023-03-30,2023-04-16 18:31:49
,Elche,ESP,1,1543.9239502,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
,Brest,FRA,1,1532.74853516,2023-03-20,2023-04-02,2023-03-30,2023-04-16 18:31:49
,Metz,FRA,2,1511.53613281,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
,Sunderland,ENG,2,1498.95751953,2023-03-19,2023-03-31,2023-03-30,2023-04-16 18:31:49
,Le Havre,FRA,2,1496.6887207,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
,Auxerre,FRA,1,1490.65637207,2023-03-20,2023-04-01,2023-03-30,2023-04-16 18:31:49
,Oviedo,ESP,2,1490.17871094,2023-03-27,2023-04-01,2023-03-30,2023-04-16 18:31:49
,Leganes,ESP,2,1470.08227539,2023-03-28,2023-04-01,2023-03-30,2023-04-16 18:31:49
,Saint-Etienne,FRA,2,1441.73791504,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
,Paris FC,FRA,2,1424.61206055,2023-03-19,2023-04-01,2023-03-30,2023-04-16 18:31:49
,Angers,FRA,1,1419.0435791,2023-03-19,2023-04-02,2023-03-30,2023-04-16 18:31:49
1.0,Man City,ENG,1,2044.65844727,2023-03-17,2023-04-01,2023-03-31,2023-04-16 18:31:51
4.0,Arsenal,ENG,1,1953.11169434,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
5.0,Real Madrid,ESP,1,1938.31872559,2023-03-20,2023-04-02,2023-03-31,2023-04-16 18:31:51
6.0,Liverpool,ENG,1,1936.98059082,2023-03-17,2023-04-01,2023-03-31,2023-04-16 18:31:51
7.0,Barcelona,ESP,1,1892.24707031,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
8.0,Man United,ENG,1,1886.97521973,2023-03-20,2023-04-02,2023-03-31,2023-04-16 18:31:51
9.0,Chelsea,ENG,1,1862.53125,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
10.0,Paris SG,FRA,1,1851.97106934,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
12.0,Tottenham,ENG,1,1851.1940918,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
13.0,Newcastle,ENG,1,1846.91247559,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
15.0,Brighton,ENG,1,1830.80737305,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
19.0,Atletico,ESP,1,1818.08935547,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
22.0,Brentford,ENG,1,1794.70556641,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
25.0,Aston Villa,ENG,1,1774.42248535,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
30.0,West Ham,ENG,1,1754.73681641,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
31.0,Marseille,FRA,1,1754.00952148,2023-03-20,2023-03-31,2023-03-31,2023-04-16 18:31:51
34.0,Leicester,ENG,1,1751.67614746,2023-03-20,2023-03-31,2023-03-31,2023-04-16 18:31:51
35.0,Betis,ESP,1,1750.71801758,2023-03-20,2023-03-31,2023-03-31,2023-04-16 18:31:51
37.0,Sociedad,ESP,1,1743.11047363,2023-03-20,2023-03-31,2023-03-31,2023-04-16 18:31:51
39.0,Burnley,ENG,2,1738.12817383,2023-03-17,2023-03-31,2023-03-31,2023-04-16 18:31:51
41.0,Crystal Palace,ENG,1,1732.24157715,2023-03-20,2023-03-31,2023-03-31,2023-04-16 18:31:51
42.0,Fulham,ENG,1,1731.16259766,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
43.0,Villarreal,ESP,1,1730.96289062,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
46.0,Lens,FRA,1,1721.22546387,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
47.0,Monaco,FRA,1,1720.35668945,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
48.0,Lille,FRA,1,1716.88842773,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
50.0,Leeds,ENG,1,1714.12573242,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
51.0,Rennes,FRA,1,1713.32556152,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
52.0,Wolves,ENG,1,1710.4987793,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
53.0,Bilbao,ESP,1,1704.38317871,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
54.0,Sevilla,ESP,1,1702.34423828,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
56.0,Nice,FRA,1,1701.3737793,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
58.0,Everton,ENG,1,1692.05725098,2023-03-19,2023-04-03,2023-03-31,2023-04-16 18:31:51
61.0,Celta,ESP,1,1684.80895996,2023-03-20,2023-04-02,2023-03-31,2023-04-16 18:31:51
64.0,Lyon,FRA,1,1677.9432373,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
68.0,Southampton,ENG,1,1662.04260254,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
70.0,Reims,FRA,1,1656.31018066,2023-03-20,2023-04-02,2023-03-31,2023-04-16 18:31:51
71.0,Bournemouth,ENG,1,1655.89501953,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
75.0,Forest,ENG,1,1648.26123047,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
77.0,Osasuna,ESP,1,1641.3515625,2023-03-20,2023-03-31,2023-03-31,2023-04-16 18:31:51
78.0,Valencia,ESP,1,1640.54663086,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
79.0,Getafe,ESP,1,1640.26586914,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
83.0,Rayo Vallecano,ESP,1,1628.74584961,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
93.0,Mallorca,ESP,1,1615.67724609,2023-03-27,2023-03-31,2023-03-31,2023-04-16 18:31:51
94.0,Girona,ESP,1,1614.41564941,2023-03-27,2023-03-31,2023-03-31,2023-04-16 18:31:51
98.0,Levante,ESP,2,1608.94641113,2023-03-26,2023-03-31,2023-03-31,2023-04-16 18:31:51
99.0,Espanyol,ESP,1,1607.99206543,2023-03-26,2023-03-31,2023-03-31,2023-04-16 18:31:51
,Valladolid,ESP,1,1597.24609375,2023-03-18,2023-04-02,2023-03-31,2023-04-16 18:31:51
,Nantes,FRA,1,1595.26281738,2023-03-18,2023-04-02,2023-03-31,2023-04-16 18:31:51
,Strasbourg,FRA,1,1586.69885254,2023-03-20,2023-04-02,2023-03-31,2023-04-16 18:31:51
,Lorient,FRA,1,1577.39074707,2023-03-20,2023-04-02,2023-03-31,2023-04-16 18:31:51
,Toulouse,FRA,1,1572.67602539,2023-03-19,2023-04-02,2023-03-31,2023-04-16 18:31:51
,Montpellier,FRA,1,1571.66064453,2023-03-20,2023-03-31,2023-03-31,2023-04-16 18:31:51
,Alaves,ESP,2,1558.35546875,2023-03-26,2023-04-02,2023-03-31,2023-04-16 18:31:51
,Las Palmas,ESP,2,1551.88903809,2023-03-27,2023-04-03,2023-03-31,2023-04-16 18:31:51
,Elche,ESP,1,1543.9239502,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
,Brest,FRA,1,1532.74853516,2023-03-20,2023-04-02,2023-03-31,2023-04-16 18:31:51
,Metz,FRA,2,1511.53613281,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
,Sunderland,ENG,2,1498.95751953,2023-03-19,2023-03-31,2023-03-31,2023-04-16 18:31:51
,Le Havre,FRA,2,1496.6887207,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
,Auxerre,FRA,1,1490.65637207,2023-03-20,2023-04-01,2023-03-31,2023-04-16 18:31:51
,Oviedo,ESP,2,1490.17871094,2023-03-27,2023-04-01,2023-03-31,2023-04-16 18:31:51
,Leganes,ESP,2,1470.08227539,2023-03-28,2023-04-01,2023-03-31,2023-04-16 18:31:51
,Saint-Etienne,FRA,2,1441.73791504,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
,Paris FC,FRA,2,1424.61206055,2023-03-19,2023-04-01,2023-03-31,2023-04-16 18:31:51
,Angers,FRA,1,1419.0435791,2023-03-19,2023-04-02,2023-03-31,2023-04-16 18:31:51
1.0,Man City,ENG,1,2044.65844727,2023-03-17,2023-04-01,2023-04-01,2023-04-16 18:31:52
4.0,Arsenal,ENG,1,1953.11169434,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
5.0,Real Madrid,ESP,1,1938.31872559,2023-03-20,2023-04-02,2023-04-01,2023-04-16 18:31:52
6.0,Liverpool,ENG,1,1936.98059082,2023-03-17,2023-04-01,2023-04-01,2023-04-16 18:31:52
7.0,Barcelona,ESP,1,1892.24707031,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
8.0,Man United,ENG,1,1886.97521973,2023-03-20,2023-04-02,2023-04-01,2023-04-16 18:31:52
9.0,Chelsea,ENG,1,1862.53125,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
10.0,Paris SG,FRA,1,1851.97106934,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
12.0,Tottenham,ENG,1,1851.1940918,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
13.0,Newcastle,ENG,1,1846.91247559,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
15.0,Brighton,ENG,1,1830.80737305,2023-03-19,2023-04-01,2023-04-01,2023-04-16 18:31:52
19.0,Atletico,ESP,1,1818.08935547,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
22.0,Brentford,ENG,1,1794.70556641,2023-03-19,2023-04-01,2023-04-01,2023-04-16 18:31:52
25.0,Aston Villa,ENG,1,1774.42248535,2023-03-19,2023-04-01,2023-04-01,2023-04-16 18:31:52
30.0,West Ham,ENG,1,1754.73681641,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
33.0,Leicester,ENG,1,1751.67614746,2023-04-01,2023-04-01,2023-04-01,2023-04-16 18:31:52
34.0,Betis,ESP,1,1750.71801758,2023-04-01,2023-04-01,2023-04-01,2023-04-16 18:31:52
35.0,Marseille,FRA,1,1748.42089844,2023-04-01,2023-04-01,2023-04-01,2023-04-16 18:31:52
36.0,Sociedad,ESP,1,1743.11047363,2023-04-01,2023-04-02,2023-04-01,2023-04-16 18:31:52
40.0,Crystal Palace,ENG,1,1732.24157715,2023-04-01,2023-04-01,2023-04-01,2023-04-16 18:31:52
41.0,Burnley,ENG,2,1731.25732422,2023-04-01,2023-04-02,2023-04-01,2023-04-16 18:31:52
42.0,Fulham,ENG,1,1731.16259766,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
43.0,Villarreal,ESP,1,1730.96289062,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
46.0,Lens,FRA,1,1721.22546387,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
47.0,Monaco,FRA,1,1720.35668945,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
48.0,Lille,FRA,1,1716.88842773,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
50.0,Leeds,ENG,1,1714.12573242,2023-03-19,2023-04-01,2023-04-01,2023-04-16 18:31:52
51.0,Rennes,FRA,1,1713.32556152,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
52.0,Wolves,ENG,1,1710.4987793,2023-03-19,2023-04-01,2023-04-01,2023-04-16 18:31:52
53.0,Bilbao,ESP,1,1704.38317871,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
54.0,Sevilla,ESP,1,1702.34423828,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
56.0,Nice,FRA,1,1701.3737793,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
58.0,Everton,ENG,1,1692.05725098,2023-03-19,2023-04-03,2023-04-01,2023-04-16 18:31:52
61.0,Celta,ESP,1,1684.80895996,2023-03-20,2023-04-02,2023-04-01,2023-04-16 18:31:52
64.0,Lyon,FRA,1,1677.9432373,2023-03-19,2023-04-01,2023-04-01,2023-04-16 18:31:52
68.0,Southampton,ENG,1,1662.04260254,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
70.0,Reims,FRA,1,1656.31018066,2023-03-20,2023-04-02,2023-04-01,2023-04-16 18:31:52
71.0,Bournemouth,ENG,1,1655.89501953,2023-03-19,2023-04-01,2023-04-01,2023-04-16 18:31:52
75.0,Forest,ENG,1,1648.26123047,2023-03-20,2023-04-01,2023-04-01,2023-04-16 18:31:52
